# Ontologie canonique des ingredients. nom_fr et prix_eur_kg
# sont remplis par les etapes 04 (traduction) et 05 (prix).
id,nom_fr,nom_en,categorie,g_par_ml,g_par_piece,g_ml_defaut,g_piece_defaut,ml_jus,conservation_j,fond_placard,allergenes,prix_eur_kg,prix_cure,occurrences
sugar_free_chocolate_syrup,,sugar-free chocolate syrup,sucrant,0.85,,0.85,20,,730,1,,6.0,0,68
red_candy,,red- candy,autre,,,0.70,100,,90,0,,5.0,0,68
enoki_mushroom,,enoki mushroom,legume,,20.0,0.60,120,,7,0,,3.0,0,68
beau_monde_seasoning,,beau monde seasoning,epice,,,0.50,2,,730,1,,20.0,0,68
dr_pepper_cola,,dr pepper cola,epice,,,0.50,2,,730,1,,20.0,0,68
hickory_smoked_bacon,,hickory smoked bacon,viande,,25.0,0.70,150,,3,0,,12.0,0,68
mild_sausage,,mild sausage,viande,,,0.70,150,,3,0,,12.0,0,68
lemon_twist,,lemon twist,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,68
mexico_chile,,mexico chile,autre,,,0.70,100,,90,0,,5.0,0,68
smoked_turkey_breast,,smoked turkey breast,volaille,,,0.70,150,,2,0,,9.0,0,68
brown_button_mushroom,,brown button mushroom,legume,,20.0,0.60,120,,7,0,,3.0,0,68
peach_jam,,peach jam,fruit,,150.0,0.65,150,,7,0,,3.5,0,68
mung_bean,,mung bean,legumineuse,,,0.75,150,,730,1,,3.0,0,68
turkey_stock,,turkey stock,volaille,1.0,,0.70,150,,2,0,,9.0,0,68
broccoli_spear,,broccoli spear,legume,,180.0,0.60,120,,7,0,,3.0,0,68
country_ham,,country ham,viande,,,0.70,150,,3,0,,12.0,0,68
pappardelle_pasta,,pappardelle pasta,cereale,,,0.70,100,,365,1,gluten,2.5,0,68
coriander_sprig,,coriander sprig,epice,,,0.50,2,,730,1,,20.0,0,68
mexican_crema,,mexican crema,autre,,,0.70,100,,90,0,,5.0,0,68
shelled_pea,,shelled pea,legumineuse,,,0.75,150,,730,1,,3.0,0,68
unpeeled_zucchini,,unpeeled zucchini,legume,,200.0,0.60,120,,7,0,,3.0,0,68
grey_poupon_dijon_mustard,,grey poupon dijon mustard,condiment,1.05,,1.05,15,,180,1,,6.0,0,67
broccoli_cut,,broccoli cut,legume,,,0.60,120,,7,0,,3.0,0,67
mild_paprika,,mild paprika,epice,,,0.50,2,,730,1,,20.0,0,67
lime_sherbet,,lime sherbet,herbe,,65.0,0.25,5,30.0,5,0,,25.0,0,67
fudge_topping,,fudge topping,autre,,,0.70,100,,90,0,,5.0,0,67
kikkoman_soy_sauce,,kikkoman soy sauce,condiment,1.15,,1.05,15,,180,1,soja,6.0,0,67
head_green_cabbage,,head green cabbage,legume,,,0.60,120,,7,0,,3.0,0,67
horseradish_cream,,horseradish cream,condiment,0.99,,1.05,15,,180,1,lactose,6.0,0,67
green_shallot,,green shallot,legume,,40.0,0.60,120,,7,0,,3.0,0,67
soft_silken_tofu,,soft silken tofu,legumineuse,,,0.75,150,,730,1,soja,3.0,0,67
pepper_bacon,,pepper bacon,epice,,25.0,0.50,2,,730,1,,20.0,0,67
creamed_spinach,,creamed spinach,legume,0.99,,0.60,120,,7,0,lactose,3.0,0,67
mineral_water,,mineral water,boisson,1.0,,1.00,250,,90,0,,2.0,0,67
tomato_with_jalapeno,,tomato with jalapeno,legume,,15.0,0.60,120,,7,0,,3.0,0,67
peanut_butter_cup,,peanut butter cup,oleagineux,1.08,113.0,0.50,1,,180,0,lactose;arachide,14.0,0,67
cheese_spread,,cheese spread,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,67
sodium_free_seasoning,,sodium-free seasoning,epice,,,0.50,2,,730,1,,20.0,0,67
thawed_whipped_topping,,thawed whipped topping,transforme,,,0.80,200,,180,0,,7.0,0,67
soup_can_water,,soup can water,boisson,1.0,,1.00,250,,90,0,,2.0,0,67
smooth_cashew_butter,,smooth cashew butter,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose;fruits_a_coque,5.0,0,67
shortbread_cooky,,shortbread cooky,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,67
turkey_meat,,turkey meat,volaille,,,0.70,150,,2,0,,9.0,0,67
muesli,,muesli,autre,,,0.70,100,,90,0,,5.0,0,67
turkey_breast_tenderloin,,turkey breast tenderloin,volaille,,,0.70,150,,2,0,,9.0,0,67
veggie_crumble,,veggie crumble,pain,,50.0,0.25,40,,4,0,gluten;oeuf,4.0,0,67
cup_parsley,,cup parsley,herbe,,,0.25,5,,5,0,,25.0,0,67
deli_corned_beef,,deli corned beef,viande,,,0.70,150,,3,0,,12.0,0,67
kosher_dill_pickle,,kosher dill pickle,herbe,,,0.25,5,,5,0,,25.0,0,67
pillsbury_best_reg_all_purpose_flour,,pillsbury best &reg all purpose flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,66
no_added_salt_tomato_paste,,no-added-salt tomato paste,legume,1.1,120.0,0.60,120,,7,0,,3.0,0,66
mountain_dew_soda,,mountain dew soda,boisson,,,1.00,250,,90,0,,2.0,0,66
sweet_smoked_paprika,,sweet smoked paprika,epice,,,0.50,2,,730,1,,20.0,0,66
spaghetti_sauce_mix,,spaghetti sauce mix,cereale,,,0.70,100,,365,1,gluten,2.5,0,66
bottled_barbecue_sauce,,bottled barbecue sauce,condiment,,,1.05,15,,180,1,,6.0,0,66
french_vanilla_ice_cream,,french vanilla ice cream,patisserie,0.99,,0.60,10,,365,1,lactose,15.0,0,66
lime_leaf,,lime leaf,fruit,,65.0,0.65,150,30.0,7,0,,3.5,0,66
anise,,anise,autre,,,0.70,100,,90,0,,5.0,0,66
day_french_bread,,day- french bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,66
crawfish,,crawfish,poisson,,,0.70,150,,2,0,poisson,18.0,0,66
coffee_bean,,coffee bean,boisson,,,1.00,250,,90,0,,2.0,0,66
sugar_cube,,sugar cube,sucrant,0.85,,0.85,20,,730,1,,6.0,0,66
baked_ham,,baked ham,viande,,,0.70,150,,3,0,,12.0,0,66
black_tea,,black tea,boisson,,,1.00,250,,90,0,,2.0,0,66
hamburger_patty,,hamburger patty,viande,,,0.70,150,,3,0,,12.0,0,66
fluid_ounce_vodka,,fluid ounce vodka,alcool,,,0.98,750,,730,0,,8.0,0,66
crumbled_cornbread,,crumbled cornbread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,66
red_maraschino_cherry,,red maraschino cherry,fruit,,,0.65,150,,7,0,,3.5,0,66
red_sweet_pepper,,red sweet pepper,epice,,,0.50,2,,730,1,,20.0,0,66
gumdrop,,gumdrop,autre,,,0.70,100,,90,0,,5.0,0,66
kraft_parmesan_cheese,,kraft parmesan cheese,fromage,0.4,,0.45,30,,21,0,lactose,13.0,0,66
and_carrot,,and carrot,legume,,60.0,0.60,120,,7,0,,3.0,0,66
93_beef,,93% beef,viande,,,0.70,150,,3,0,,12.0,0,65
chunky_applesauce,,chunky applesauce,fruit,,180.0,0.65,150,,7,0,,3.5,0,65
jello_instant_vanilla_pudding_mix,,jello instant vanilla pudding mix,patisserie,,,0.60,10,,365,1,,15.0,0,65
seasoned_breadcrumb,,seasoned breadcrumb,pain,0.45,30.0,0.25,40,,4,0,gluten,4.0,0,65
white_frosting,,white frosting,autre,,,0.70,100,,90,0,,5.0,0,65
mexican_chocolate,,mexican chocolate,sucrant,,,0.85,20,,730,1,,6.0,0,65
refried_black_bean,,refried black bean,legumineuse,,,0.75,150,,730,1,,3.0,0,65
buckwheat_groat,,buckwheat groat,cereale,0.4,,0.70,100,,365,1,gluten,2.5,0,65
yellow_zucchini,,yellow zucchini,legume,,200.0,0.60,120,,7,0,,3.0,0,65
szechwan_pepper,,szechwan pepper,epice,,,0.50,2,,730,1,,20.0,0,65
grilled_chicken,,grilled chicken,volaille,,,0.70,150,,2,0,,9.0,0,65
peach_in_juice,,peach in juice,fruit,1.04,150.0,0.65,150,,7,0,,3.5,0,65
bird_eye_chile,,bird eye chile,autre,,,0.70,100,,90,0,,5.0,0,65
garlic_chive,,garlic chive,legume,,50.0,0.60,120,,7,0,,3.0,0,65
fennel_leaf,,fennel leaf,legume,,,0.60,120,,7,0,,3.0,0,65
rotel_tomato_and_green_chili,,rotel tomato and green chili,legume,,120.0,0.60,120,,7,0,,3.0,0,65
chocolate_crumb_crust,,chocolate crumb crust,sucrant,,,0.85,20,,730,1,gluten,6.0,0,65
pork_loin_chop_with_bone,,pork loin chop with bone,viande,,,0.70,150,,3,0,,12.0,0,65
ravioli,,ravioli,cereale,,,0.70,100,,365,1,,2.5,0,65
cherry_pepper,,cherry pepper,epice,,,0.50,2,,730,1,,20.0,0,65
mild_honey,,mild honey,sucrant,1.42,,0.85,20,,730,1,,6.0,0,64
white_baking_chocolate,,white baking chocolate,sucrant,,,0.85,20,,730,1,,6.0,0,64
vegetarian_baked_bean,,vegetarian baked bean,legumineuse,,,0.75,150,,730,1,,3.0,0,64
tomato_and_basil_pasta_sauce,,tomato and basil pasta sauce,legume,,120.0,0.60,120,,7,0,gluten,3.0,0,64
cup_vegetable_oil,,cup vegetable oil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,64
plum_jam,,plum jam,sucrant,,,0.85,20,,730,1,,6.0,0,64
overripe_banana,,overripe banana,fruit,,120.0,0.65,150,,7,0,,3.5,0,64
cracked_wheat,,cracked wheat,autre,,,0.70,100,,90,0,,5.0,0,64
cranberry_juice_concentrate,,cranberry juice concentrate,fruit,1.04,,0.65,150,,7,0,,3.5,0,64
cool_whip_whipped_topping,,cool whip whipped topping,transforme,,,0.80,200,,180,0,,7.0,0,64
vinaigrette,,vinaigrette,autre,,,0.70,100,,90,0,,5.0,0,64
tomato_with_garlic,,tomato with garlic,legume,,50.0,0.60,120,,7,0,,3.0,0,64
pancake_syrup,,pancake syrup,sucrant,1.33,,0.85,20,,730,1,,6.0,0,64
rice_paper_sheet,,rice paper sheet,cereale,0.85,,0.70,100,,365,1,,2.5,0,64
tablespoon_virgin_olive_oil,,tablespoon virgin olive oil,legume,0.92,,0.60,120,,7,0,,3.0,0,64
sardine,,sardine,autre,,,0.70,100,,90,0,poisson,5.0,0,64
beef_t_bone_steak,,beef t-bone steak,viande,,,0.70,150,,3,0,,12.0,0,64
tomato_with_onion_and_garlic,,tomato with onion and garlic,legume,,50.0,0.60,120,,7,0,,3.0,0,64
lychee,,lychee,autre,,,0.70,100,,90,0,,5.0,0,64
bonito_flake,,bonito flake,autre,,,0.70,100,,90,0,,5.0,0,64
your_favorite_salsa,,your favorite salsa,condiment,,,1.05,15,,180,1,,6.0,0,64
wheat_flour_tortilla,,wheat flour tortilla,pain,0.53,45.0,0.25,40,,4,0,gluten,4.0,0,64
lamb_stock,,lamb stock,bouillon,1.0,,1.00,250,,365,1,,1.5,0,64
shucked_oyster,,shucked oyster,poisson,,,0.70,150,,2,0,crustaces,18.0,0,64
corn_husk,,corn husk,legume,,,0.60,120,,7,0,,3.0,0,64
tablespoon_basil,,tablespoon basil,herbe,,,0.25,5,,5,0,,25.0,0,64
pumpkin_spice,,pumpkin spice,legume,,,0.60,120,,7,0,,3.0,0,63
lemon_pie_filling,,lemon pie filling,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,63
sweet_pickle_juice,,sweet pickle juice,boisson,1.04,,1.00,250,,90,0,,2.0,0,63
vanilla_whey_protein_powder,,vanilla whey protein powder,patisserie,,,0.60,10,,365,1,,15.0,0,63
frank_s_sauce,,frank s sauce,condiment,,,1.05,15,,180,1,,6.0,0,63
red_thai_chile,,red thai chile,autre,,,0.70,100,,90,0,,5.0,0,63
pink_peppercorn,,pink peppercorn,epice,,,0.50,2,,730,1,,20.0,0,63
soft_shortening,,soft shortening,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,63
garlic_herb_spreadable_cheese,,garlic & herb spreadable cheese,fromage,0.45,50.0,0.45,30,,21,0,lactose,13.0,0,63
white_corn_tortilla,,white corn tortilla,pain,,45.0,0.25,40,,4,0,gluten,4.0,0,63
shelled_sunflower_seed,,shelled sunflower seed,oleagineux,,,0.50,1,,180,0,,14.0,0,63
bermuda_onion,,bermuda onion,legume,,150.0,0.60,120,,7,0,,3.0,0,63
bouillon,,bouillon,bouillon,,,1.00,250,,365,1,,1.5,0,63
tea,,tea,boisson,,,1.00,250,,90,0,,2.0,0,63
rub_seasoning,,rub seasoning,epice,,,0.50,2,,730,1,,20.0,0,63
wakame_seaweed,,wakame seaweed,autre,,,0.70,100,,90,0,,5.0,0,63
dripping,,dripping,autre,,,0.70,100,,90,0,,5.0,0,63
farina,,farina,autre,,,0.70,100,,90,0,,5.0,0,63
nam_pla,,nam pla,autre,,,0.70,100,,90,0,,5.0,0,63
puff_pastry_shell,,puff pastry shell,pain,,,0.25,40,,4,0,gluten,4.0,0,63
veggie_burger,,veggie burger,oeuf,,50.0,1.03,50,,28,0,oeuf,5.5,0,63
raspberry_in_syrup,,raspberry in syrup,fruit,1.33,,0.65,150,,7,0,,3.5,0,62
sun_tomato_paste,,sun- tomato paste,legume,1.1,120.0,0.60,120,,7,0,,3.0,0,62
white_basmati_rice,,white basmati rice,cereale,0.85,,0.70,100,,365,1,,2.5,0,62
pork_mince,,pork mince,viande,,,0.70,150,,3,0,,12.0,0,62
tonic_water,,tonic water,boisson,1.0,,1.00,250,,90,0,,2.0,0,62
kosher_salt_pepper,,kosher salt & pepper,epice,1.22,,0.50,2,,730,1,,20.0,0,62
cinnamon_raisin_bread,,cinnamon raisin bread,epice,0.62,30.0,0.50,2,,730,1,gluten,20.0,0,62
stewing_chicken,,stewing chicken,volaille,,,0.70,150,,2,0,,9.0,0,62
pure_chile_powder,,pure chile powder,epice,,,0.50,2,,730,1,,20.0,0,62
matzo,,matzo,autre,,,0.70,100,,90,0,,5.0,0,62
fudge_sauce,,fudge sauce,condiment,,,1.05,15,,180,1,,6.0,0,62
melon,,melon,fruit,,,0.65,150,,7,0,,3.5,0,62
hazelnut_flavored_liqueur,,hazelnut-flavored liqueur,alcool,0.5,,0.98,750,,730,0,fruits_a_coque,8.0,0,62
pasilla_chile,,pasilla chile,autre,,,0.70,100,,90,0,,5.0,0,62
80_beef,,80% beef,viande,,,0.70,150,,3,0,,12.0,0,62
tablespoon_canola_oil,,tablespoon canola oil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,62
tablespoon_oil,,tablespoon oil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,62
edam_cheese,,edam cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,62
wheat,,wheat,autre,,,0.70,100,,90,0,,5.0,0,62
red_grapefruit,,red grapefruit,fruit,,,0.65,150,,7,0,,3.5,0,62
fluid_ounce_white_wine,,fluid ounce white wine,alcool,0.99,,0.98,750,,730,0,,8.0,0,62
natural_almond,,natural almond,oleagineux,,,0.50,1,,180,0,fruits_a_coque,14.0,0,62
kohlrabi,,kohlrabi,autre,,,0.70,100,,90,0,,5.0,0,61
wheat_gluten,,wheat gluten,autre,,,0.70,100,,90,0,,5.0,0,61
instant_espresso_coffee_powder,,instant espresso coffee powder,epice,,,0.50,2,,730,1,,20.0,0,61
german_sweet_chocolate,,german sweet chocolate,sucrant,,,0.85,20,,730,1,,6.0,0,61
bottled_salsa,,bottled salsa,condiment,,,1.05,15,,180,1,,6.0,0,61
pineapple_in_syrup,,pineapple in syrup,fruit,1.33,180.0,0.65,150,,7,0,,3.5,0,61
mango_juice,,mango juice,fruit,1.04,,0.65,150,,7,0,,3.5,0,61
chicken_leg_with_thigh,,chicken leg with thigh,volaille,,,0.70,150,,2,0,,9.0,0,61
white_vermouth,,white vermouth,autre,,,0.70,100,,90,0,,5.0,0,61
table_cream,,table cream,laitier,0.99,,1.02,200,,10,0,lactose,3.0,0,61
chocolate_covered_english_toffee_bar,,chocolate-covered english toffee bar,sucrant,,,0.85,20,,730,1,,6.0,0,61
acini_di_pepe_pasta,,acini di pepe pasta,cereale,,,0.70,100,,365,1,gluten,2.5,0,61
red_bliss_potato,,red bliss potato,legume,,170.0,0.60,120,,7,0,,3.0,0,61
pigeon_pea,,pigeon pea,legumineuse,,,0.75,150,,730,1,,3.0,0,61
instant_tea,,instant tea,boisson,,,1.00,250,,90,0,,2.0,0,61
tomato_with_basil,,tomato with basil,legume,,120.0,0.60,120,,7,0,,3.0,0,61
cinnamon_graham_cracker,,cinnamon graham cracker,epice,,,0.50,2,,730,1,gluten,20.0,0,61
snipped_thyme,,snipped thyme,herbe,,,0.25,5,,5,0,,25.0,0,61
yellow_wax_bean,,yellow wax bean,legumineuse,,,0.75,150,,730,1,,3.0,0,61
honey_graham_cracker,,honey graham cracker,pain,1.42,,0.25,40,,4,0,gluten,4.0,0,61
tangerine_juice,,tangerine juice,boisson,1.04,,1.00,250,,90,0,,2.0,0,61
natural_cocoa_powder,,natural cocoa powder,epice,0.42,,0.50,2,,730,1,,20.0,0,61
bottled_red_pepper,,bottled red pepper,epice,,,0.50,2,,730,1,,20.0,0,61
real_vanilla,,real vanilla,patisserie,,,0.60,10,,365,1,,15.0,0,60
fryer,,fryer,autre,,,0.70,100,,90,0,,5.0,0,60
refrigerated_cheese_tortellini,,refrigerated cheese tortellini,cereale,0.45,,0.70,100,,365,1,lactose,2.5,0,60
85_beef,,85% beef,viande,,,0.70,150,,3,0,,12.0,0,60
parma_ham,,parma ham,viande,,,0.70,150,,3,0,,12.0,0,60
instant_polenta,,instant polenta,cereale,,,0.70,100,,365,1,,2.5,0,60
mint_chocolate_chip,,mint chocolate chip,sucrant,0.72,,0.85,20,,730,1,,6.0,0,60
gummy_worm,,gummy worm,autre,,,0.70,100,,90,0,,5.0,0,60
pear_half_in_natural_juice,,pear half in natural juice,boisson,1.04,180.0,1.00,250,,90,0,,2.0,0,60
black_treacle,,black treacle,autre,,,0.70,100,,90,0,,5.0,0,60
rose_wine,,rose wine,alcool,0.99,,0.98,750,,730,0,,8.0,0,60
microwave_popcorn,,microwave popcorn,legume,,,0.60,120,,7,0,,3.0,0,60
brown_bread,,brown bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,60
chocolate_protein_powder,,chocolate protein powder,sucrant,,,0.85,20,,730,1,,6.0,0,60
mexican_seasoning,,mexican seasoning,epice,,,0.50,2,,730,1,,20.0,0,60
sweet_n_low,,sweet n low,autre,,,0.70,100,,90,0,,5.0,0,60
miniature_party_rye_round,,miniature party rye round,autre,,,0.70,100,,90,0,,5.0,0,60
chip,,chip,autre,,,0.70,100,,90,0,,5.0,0,60
pink_bean,,pink bean,legumineuse,,,0.75,150,,730,1,,3.0,0,60
butterscotch_pudding_mix,,butterscotch pudding mix,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,60
cheese_sauce,,cheese sauce,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,60
mango_puree,,mango puree,fruit,,,0.65,150,,7,0,,3.5,0,60
liquid,,liquid,autre,,,0.70,100,,90,0,,5.0,0,60
shrimp_stock,,shrimp stock,poisson,1.0,,0.70,150,,2,0,crustaces,18.0,0,60
green_prawn,,green prawn,autre,,,0.70,100,,90,0,crustaces,5.0,0,60
handful_parsley,,handful parsley,herbe,,,0.25,5,,5,0,,25.0,0,60
grana_padano,,grana padano,autre,,,0.70,100,,90,0,,5.0,0,60
cut_pork_chop,,cut pork chop,viande,,,0.70,150,,3,0,,12.0,0,60
runny_honey,,runny honey,sucrant,1.42,,0.85,20,,730,1,,6.0,0,59
fat_free_ranch_dressing,,fat free ranch dressing,condiment,,,1.05,15,,180,1,,6.0,0,59
knob_butter,,knob butter,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,59
mild_enchilada_sauce,,mild enchilada sauce,condiment,,,1.05,15,,180,1,,6.0,0,59
sweet_italian_turkey_sausage,,sweet italian turkey sausage,viande,,,0.70,150,,3,0,,12.0,0,59
seasoned_rice_wine_vinegar,,seasoned rice wine vinegar,condiment,1.01,,1.05,15,,180,1,,6.0,0,59
hershey_s_syrup,,hershey s syrup,sucrant,1.33,,0.85,20,,730,1,,6.0,0,59
au_jus_mix,,au jus mix,transforme,,,0.80,200,,180,0,,7.0,0,59
mild_curry_paste,,mild curry paste,epice,,,0.50,2,,730,1,,20.0,0,59
whipped_dessert_topping_mix,,whipped dessert topping mix,transforme,,,0.80,200,,180,0,,7.0,0,59
baker_s_semi_sweet_chocolate_baking_square,,baker s semi-sweet chocolate baking square,sucrant,,,0.85,20,,730,1,,6.0,0,59
peach_juice,,peach juice,fruit,1.04,150.0,0.65,150,,7,0,,3.5,0,59
white_american_cheese,,white american cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,59
candied_lemon_peel,,candied lemon peel,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,59
beef_cube,,beef cube,viande,,,0.70,150,,3,0,,12.0,0,59
chard_leaf,,chard leaf,legume,,,0.60,120,,7,0,,3.0,0,59
chex_cereal,,chex cereal,autre,,,0.70,100,,90,0,,5.0,0,59
liqueur,,liqueur,alcool,,,0.98,750,,730,0,,8.0,0,59
unbaked_9_inch_deep_dish_pie_pastry,,unbaked 9-inch deep dish pie pastry,pain,,,0.25,40,,4,0,gluten,4.0,0,59
reduced_calorie_whipped_topping,,reduced-calorie whipped topping,transforme,,,0.80,200,,180,0,,7.0,0,59
ginger_snap,,ginger snap,epice,,,0.50,2,,730,1,,20.0,0,59
hazelnut_oil,,hazelnut oil,matiere_grasse,0.92,,0.92,113,,120,1,fruits_a_coque,5.0,0,59
cheese_cracker,,cheese cracker,pain,0.45,,0.25,40,,4,0,gluten;lactose,4.0,0,59
garlic_bread,,garlic bread,legume,,50.0,0.60,120,,7,0,gluten,3.0,0,59
beef_cube_steak,,beef cube steak,viande,,,0.70,150,,3,0,,12.0,0,59
candied_citron_peel,,candied citron peel,autre,,,0.70,100,,90,0,,5.0,0,59
kirby_cucumber,,kirby cucumber,legume,,300.0,0.60,120,,7,0,,3.0,0,59
california_blend_vegetable,,california-blend vegetable,autre,,,0.70,100,,90,0,,5.0,0,59
bucatini_pasta,,bucatini pasta,cereale,,,0.70,100,,365,1,gluten,2.5,0,59
sugar_free_vanilla_pudding_mix,,sugar-free vanilla pudding mix,patisserie,0.85,,0.60,10,,365,1,,15.0,0,59
white_cheese,,white cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,59
crispy_bacon,,crispy bacon,viande,,25.0,0.70,150,,3,0,,12.0,0,59
red_onion_ring,,red onion ring,legume,,150.0,0.60,120,,7,0,,3.0,0,59
instant_oatmeal,,instant oatmeal,cereale,0.4,,0.70,100,,365,1,gluten,2.5,0,59
pork_sausage_link,,pork sausage link,viande,,,0.70,150,,3,0,,12.0,0,59
nonstick_vegetable_cooking_spray,,nonstick vegetable cooking spray,transforme,,,0.80,200,,180,0,,7.0,0,58
bottled_chili_sauce,,bottled chili sauce,epice,,,0.50,2,,730,1,,20.0,0,58
meringue_powder,,meringue powder,epice,,,0.50,2,,730,1,,20.0,0,58
angel_flake_coconut,,angel flake coconut,oleagineux,0.35,,0.50,1,,180,0,,14.0,0,58
soya_milk,,soya milk,laitier,1.03,,1.02,200,,10,0,lactose;soja,3.0,0,58
nacho_cheese_flavor_dorito,,nacho cheese flavor dorito,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,58
spanish_chorizo,,spanish chorizo,viande,,,0.70,150,,3,0,,12.0,0,58
rice_paper,,rice paper,cereale,0.85,,0.70,100,,365,1,,2.5,0,58
miniature_m_m_baking_bit,,miniature m &m baking bit,patisserie,,,0.60,10,,365,1,,15.0,0,58
sugar_free_orange_gelatin,,sugar-free orange gelatin,patisserie,0.85,150.0,0.60,10,70.0,365,1,,15.0,0,58
french_cut_green_bean,,french-cut green bean,legumineuse,,,0.75,150,,730,1,,3.0,0,58
kraft_caramel,,kraft caramel,autre,,,0.70,100,,90,0,,5.0,0,58
turkey_carcass,,turkey carcass,volaille,,,0.70,150,,2,0,,9.0,0,58
solid_shortening,,solid shortening,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,58
pastry_for_single_crust_pie,,pastry for single-crust pie,pain,,,0.25,40,,4,0,gluten,4.0,0,58
broccoli_coleslaw_mix,,broccoli coleslaw mix,legume,,,0.60,120,,7,0,,3.0,0,58
veal_shank,,veal shank,viande,,,0.70,150,,3,0,,12.0,0,58
crusty_french_bread,,crusty french bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,58
cavender_all_purpose_greek_seasoning,,cavender all purpose greek seasoning,epice,,,0.50,2,,730,1,,20.0,0,58
filet_mignon_steak,,filet mignon steak,viande,,,0.70,150,,3,0,,12.0,0,58
beef_dog,,beef dog,viande,,,0.70,150,,3,0,,12.0,0,58
spring_green,,spring green,autre,,,0.70,100,,90,0,,5.0,0,58
serrano_ham,,serrano ham,viande,,,0.70,150,,3,0,,12.0,0,58
teaspoon_smoked_paprika,,teaspoon smoked paprika,epice,,,0.50,2,,730,1,,20.0,0,58
beef_round,,beef round,viande,,,0.70,150,,3,0,,12.0,0,58
fruit_preserve,,fruit preserve,autre,,,0.70,100,,90,0,,5.0,0,58
tablespoon_sesame_oil,,tablespoon sesame oil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,58
onion_ring,,onion ring,legume,,150.0,0.60,120,,7,0,,3.0,0,58
lightly_egg,,lightly egg,oeuf,,50.0,1.03,50,,28,0,oeuf,5.5,0,58
green_tea_powder,,green tea powder,epice,,,0.50,2,,730,1,,20.0,0,58
sirloin_tip_steak,,sirloin tip steak,viande,,,0.70,150,,3,0,,12.0,0,58
natural_yogurt,,natural yogurt,laitier,1.03,,1.02,200,,10,0,lactose,3.0,0,58
gemelli_pasta,,gemelli pasta,cereale,,,0.70,100,,365,1,gluten,2.5,0,58
5_can_water,,5 can water,boisson,1.0,,1.00,250,,90,0,,2.0,0,58
pastry_for_a_double_crust_9_inch_pie,,pastry for a double-crust 9-inch pie,pain,,,0.25,40,,4,0,gluten,4.0,0,57
low_sodium_tomato_sauce,,low-sodium tomato sauce,legume,1.05,120.0,0.60,120,,7,0,,3.0,0,57
marjoram_leaf,,marjoram leaf,herbe,,,0.25,5,,5,0,,25.0,0,57
turkey_giblet,,turkey giblet,volaille,,,0.70,150,,2,0,,9.0,0,57
onion_soup,,onion soup,legume,,150.0,0.60,120,,7,0,,3.0,0,57
rice_bubble,,rice bubble,cereale,0.85,,0.70,100,,365,1,,2.5,0,57
creamy_caesar_salad_dressing,,creamy caesar salad dressing,condiment,0.99,,1.05,15,,180,1,lactose,6.0,0,57
wheat_elbow_macaroni,,wheat elbow macaroni,cereale,,,0.70,100,,365,1,gluten,2.5,0,57
fluid_ounce_chicken_stock,,fluid ounce chicken stock,volaille,1.0,,0.70,150,,2,0,,9.0,0,57
vegan_parmesan_cheese,,vegan parmesan cheese,fromage,0.4,,0.45,30,,21,0,lactose,13.0,0,57
linguica_sausage,,linguica sausage,viande,,,0.70,150,,3,0,,12.0,0,57
land_o_lake_butter,,land o lake butter,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,57
green_chili_sauce,,green chili sauce,epice,,,0.50,2,,730,1,,20.0,0,57
venison_steak,,venison steak,viande,,,0.70,150,,3,0,,12.0,0,57
hollandaise_sauce,,hollandaise sauce,condiment,,,1.05,15,,180,1,,6.0,0,57
cashew_half,,cashew half,oleagineux,,,0.50,1,,180,0,fruits_a_coque,14.0,0,57
earth_balance_margarine,,earth balance margarine,matiere_grasse,0.96,,0.92,113,,120,1,,5.0,0,57
malted_milk_ball,,malted milk ball,laitier,1.03,,1.02,200,,10,0,lactose,3.0,0,57
almond_liqueur,,almond liqueur,alcool,,,0.98,750,,730,0,fruits_a_coque,8.0,0,57
